id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3Wqs6XFKsKcTjaWhmB8VCP,Jigsaw,Key Glock,65,2022-11-17,0.75,0.714,1,-9.032,1,0.00296,0.000113,0.137,0.254,160.036,153048,4
6yDPFrHZLQbQa9Itd2J4Gp,Water (Drowning Pt. 2) [feat. Kodak Black],Kodak Black,70,2022-12-09,0.855,0.603,0,-5.488,1,0.0392,0.0,0.105,0.494,129.976,206769,4
4EvFzNPsp8iyiEO9LDHopv,If You Still Wit Me (feat. Lil Baby),Lil Baby,64,2022-12-02,0.519,0.766,2,-6.519,1,0.0906,0.0,0.287,0.449,100.281,128000,3
4lxTmHPgoRWwM9QisWobJL,FTCU (feat. GloRilla & Gangsta Boo),Gangsta Boo,64,2022-12-02,0.894,0.633,10,-5.294,0,0.0369,0.0,0.178,0.578,145.11,145655,4
7k5lDslyLbcykzUOPGEdKR,Love For The Streets,Young Dolph,66,2022-12-16,0.799,0.733,2,-6.234,1,0.172,1.7e-05,0.332,0.753,146.051,185280,4
5gAwpwuchaCGnJLlBMGBzp,Do It Again (feat. 2Rare),2Rare,77,2022-10-07,0.806,0.64,11,-7.398,0,0.0864,0.0,0.201,0.716,160.054,213206,4
5R5UNKWsmMPpFq5JHK93Fw,Torpedo,Rae Sremmurd,67,2022-12-30,0.84,0.63,11,-5.671,0,0.000502,0.00136,0.128,0.14,123.994,240968,4
4CCrZzRdeWYrWJ0DoN4XCa,FreakyT,TiaCorine,68,2022-09-09,0.806,0.542,0,-7.482,0,0.241,0.000494,0.113,0.14,142.881,194306,4
7ppUTKvokd4vQ68TNAxuZk,JUST FRIENDS ?,Eem Triplin,67,2022-09-07,0.642,0.282,1,-15.018,1,0.351,0.0,0.264,0.161,147.022,163892,4
3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,89,2022-12-15,0.735,0.449,2,-9.933,0,0.859,0.0,0.213,0.514,146.016,175890,4
4ZevD501qZiFK7FY8DFn0V,Do It Right,Don Toliver,70,2022-11-18,0.662,0.515,5,-6.867,1,0.458,0.0,0.163,0.386,69.808,174474,4
7B09THlbQE2RndpgXeXQYE,Letter to Takeoff,Gucci Mane,61,2022-11-15,0.808,0.478,5,-8.63,0,0.375,0.0,0.0761,0.335,140.958,217872,4
6aGpM4DXts4pdRhVKbRYuk,Don't Play With It (feat. Billy B),Billy B,71,2021-05-14,0.763,0.726,1,-5.61,1,0.00377,0.0,0.0719,0.327,99.042,131053,4
4ZyivnzrvDWRjihgqxvXK8,JOC IN '06,DaBaby,66,2023-01-26,0.857,0.524,1,-11.931,1,0.0255,0.0,0.336,0.379,137.943,170435,4
6clDsO8HwhHEgJDDp88VdL,Two Tens (feat. Anderson .Paak),Anderson .Paak,74,2023-01-25,0.603,0.546,4,-7.525,0,0.194,2.68e-06,0.0783,0.667,87.99,152372,4
6IyoLWzljeR3ldQo4KWHT6,Out thë way,Yeat,81,2022-09-09,0.767,0.628,4,-7.41,0,0.21,8.79e-06,0.275,0.798,128.07,150242,4
7ezboaARv4FY1k0WFoINWC,Champions,NLE Choppa,66,2023-02-03,0.647,0.65,1,-7.396,1,0.171,0.0,0.106,0.377,132.997,216738,4
6Rpbzk2LC8xWZI93RyodAq,Hey Mor,Feid,82,2022-10-06,0.901,0.589,1,-6.713,0,0.00302,0.000237,0.0992,0.399,98.002,196600,4
2oiixB9QMIzhWaHGVlQx4g,Yandel 150,Feid,88,2022-12-20,0.783,0.729,6,-3.549,0,0.0492,0.000272,0.1,0.58,167.968,216148,4
3Zyk5Vd9WNPNVWxvb0EZTk,X SI VOLVEMOS,Romeo Santos,83,2023-02-03,0.793,0.78,1,-4.247,0,0.341,0.0,0.111,0.576,178.046,203360,4
4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",Shakira,96,2023-01-11,0.778,0.632,2,-5.6,0,0.274,0.0,0.0915,0.498,122.104,218289,4
2mpoNBkngUEwnaKoBhZ0vl,PRC,Natanael Cano,85,2023-01-23,0.784,0.826,7,-6.34,0,0.0965,7.09e-05,0.123,0.893,138.078,184066,3
5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,92,2022-05-26,0.835,0.679,7,-5.329,0,0.583,1.98e-06,0.218,0.85,124.98,162638,4
5MxFWjuqQIsbNWbMdMdbli,La Jumpa,Bad Bunny,87,2022-11-30,0.713,0.703,8,-5.769,1,0.298,0.0,0.321,0.576,123.06,255693,4
6WbAhuwE6fCOriBu5786X1,CAIRO,Ovy On The Drums,86,2022-11-13,0.951,0.692,5,-4.038,0,0.472,0.000182,0.0894,0.431,115.047,201280,4
2SiAcexM2p1yX6joESbehd,LLYLM,ROSALÍA,84,2023-01-27,0.555,0.634,6,-5.522,0,0.129,2.32e-06,0.188,0.555,170.228,174045,4
0mzsLrUNazBaRfYZfjmpSV,Bebe Dame,Grupo Frontera,86,2022-12-16,0.537,0.602,7,-4.631,1,0.296,0.0,0.0715,0.753,157.437,271862,4
0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,Feid,86,2022-12-02,0.743,0.831,8,-4.042,0,0.114,6.43e-05,0.35,0.609,95.975,168133,4
5S8i9p2xS8M8pFqfZMbMzI,RON COLA,Subelo NEO,74,2023-01-24,0.739,0.682,9,-5.121,0,0.417,3.95e-05,0.105,0.476,94.048,186723,4
6G12ZafqofSq7YtrMqUm76,Monotonía,Ozuna,87,2022-10-19,0.873,0.695,0,-4.207,0,0.419,1.23e-06,0.211,0.823,131.963,158805,4
5Fh9fyHRnSwKLo4asG6fEX,La Fórmula,Marc Anthony,73,2023-02-01,0.574,0.925,8,-3.729,0,0.407,0.0,0.259,0.905,95.738,267017,4
2caVKAWz7oM5Hw3LDWWVnQ,CHAO BEBE,Ozuna,77,2022-12-29,0.869,0.74,5,-4.699,0,0.649,7.95e-06,0.135,0.598,117.949,206499,4
5fhcuVxuBWfgNXGuyAtLmr,Los Cachos,Manuel Turizo,77,2022-07-08,0.774,0.73,0,-3.865,1,0.108,0.0,0.194,0.421,91.966,212304,4
54ELExv56KCAB4UP9cOCzC,Gato de Noche,Bad Bunny,88,2022-12-22,0.892,0.662,8,-3.894,1,0.169,1.24e-06,0.363,0.607,93.976,227013,4
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Quevedo,91,2022-07-06,0.621,0.782,2,-5.548,1,0.0125,0.033,0.23,0.55,128.033,198938,4
0oBtwScT4B4BR5kZitNWd5,PUNTO G,Quevedo,85,2022-11-04,0.751,0.761,11,-4.113,0,0.251,0.000238,0.0991,0.553,92.032,151325,4
40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,TINI,78,2023-01-27,0.781,0.662,0,-3.825,1,0.355,0.0,0.161,0.686,91.999,197477,4
0NO2zL0kw8sGGnaMvHKAZF,Marisola - Remix,Stars Music Chile,85,2022-12-15,0.765,0.872,1,-5.863,1,0.173,5.65e-06,0.0749,0.722,94.999,237474,4
1PAvhqefivTNdxZ4u8RT1d,Muñecas,Steve Aoki,81,2023-01-12,0.681,0.711,10,-4.79,0,0.0278,0.0,0.312,0.826,89.89,156319,4
35ns1WEurw3MVlHJjHwNWQ,La Máquina,Yailin la Mas Viral,76,2022-12-09,0.799,0.775,11,-5.869,1,0.0308,0.00526,0.309,0.605,95.027,296907,4
3QWCxOv2YharMus6KbfiPJ,Underground,Emilia,72,2022-11-17,0.803,0.818,4,-3.232,0,0.149,0.00471,0.0653,0.82,90.999,149471,4
5qP24CrDI0rmY5zwRvUfzU,AHORA QUÉ,Quevedo,81,2023-01-20,0.447,0.765,2,-5.457,0,0.212,0.0,0.128,0.542,101.545,171429,3
5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,ROSALÍA,84,2022-07-28,0.919,0.623,7,-6.521,1,0.184,1.63e-05,0.0609,0.775,130.037,157018,4
1DxEbt6OSbrkRthk6pjZue,MERCHO,Nico Valdi,82,2022-12-16,0.838,0.79,6,-1.602,0,0.431,3.33e-06,0.184,0.962,92.927,161452,4
1lRtH4FszTrwwlK5gTSbXO,AMG,Gabito Ballesteros,87,2022-11-24,0.772,0.73,11,-6.657,0,0.152,0.000107,0.274,0.786,136.175,174943,3
4EQOGfssbSpTlV6EZRtrSv,ULALA (OOH LA LA),Daddy Yankee,82,2022-11-24,0.872,0.681,0,-4.348,0,0.0462,1.38e-05,0.129,0.481,96.986,188009,4
6OzUIp8KjuwxJnCWkXp1uL,Besos Moja2,ROSALÍA,84,2022-12-01,0.736,0.727,5,-4.642,0,0.0584,1.91e-06,0.0976,0.644,94.048,229065,4
6Um358vY92UBv5DloTRX9L,Que Vuelvas,Grupo Frontera,87,2022-12-09,0.491,0.643,10,-4.309,1,0.187,0.0,0.109,0.779,162.469,169419,4
2X8AGLwb9F0JzJ9zT27a22,Éxtasis,Maria Becerra,76,2022-10-27,0.829,0.747,7,-3.511,1,0.276,0.0,0.339,0.576,98.03,191607,4
3HMlb6Dh9OGr3CjV6IwjEP,De Qué Manera,Mike Bahía,68,2022-12-22,0.756,0.735,7,-6.178,1,0.692,0.0,0.0715,0.558,92.028,193125,4
0Dl34Kegtc0y0m0oPhQfiI,LA NENA DE ARGENTINA,Maria Becerra,78,2022-12-08,0.531,0.58,5,-4.688,0,0.0984,0.000201,0.101,0.887,169.865,151988,4
2TDyyEBasw10wu5Uh94bR1,PUNTO 40,Baby Rasta,81,2022-09-22,0.873,0.826,0,-0.722,1,0.00127,0.0361,0.311,0.201,106.972,190654,4
3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B,82,2022-08-04,0.627,0.429,1,-8.255,1,0.238,0.0,0.122,0.565,126.426,112572,5
5NxhMcHSVY3Z7ykWxZf3aj,En La De Ella,Sech,80,2022-10-21,0.816,0.77,1,-5.477,1,0.0798,0.0,0.118,0.671,96.99,230653,4
7EyGZtJuOckQfMDJL1PPrH,Por Deporte,Paulo Londra,71,2022-11-23,0.711,0.711,5,-6.243,1,0.102,0.0,0.138,0.663,173.945,169560,4
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,89,2022-05-06,0.65,0.715,5,-5.198,0,0.0993,0.000291,0.126,0.187,106.672,243717,4
4dLIAE3xbJLoiIBbKkZWJk,Ojalá,Adam Levine,73,2022-10-20,0.765,0.624,7,-4.932,1,0.325,0.0,0.104,0.277,92.984,189080,4
0rvbMTIWwMZaMC9UnubDPb,DOMINGO DE BOTE,Mora,73,2022-11-03,0.813,0.772,0,-4.921,1,0.121,0.0,0.0886,0.443,119.99,190745,4
7it0u6IGJQLRX9Q9q7vgOj,Vapor,Rauw Alejandro,71,2022-12-01,0.803,0.779,11,-4.449,0,0.066,2.23e-05,0.111,0.317,94.009,208895,4
6TBzRwnX2oYd8aOrOuyK1p,Fin de Semana,Junior H,85,2023-01-13,0.699,0.541,0,-4.943,1,0.0628,0.0,0.0916,0.365,98.395,224921,4
3Ne5uYDFzHEFYAPbaBMIck,AUTOMÁTICO,Maria Becerra,76,2022-09-08,0.68,0.808,10,-3.854,0,0.0911,2.23e-06,0.205,0.868,176.131,175317,4
3kUq4sBcmxhnOtNysZ9yrp,Feliz Cumpleaños Ferxxo,Feid,82,2022-08-19,0.87,0.55,5,-5.537,1,0.102,0.0,0.293,0.566,95.019,156400,4
3LWay44eeYFEh27Gf1UA7J,Nunca Tristes (Me Vale Madre),RENEE,75,2022-11-23,0.726,0.544,2,-4.44,1,0.44,3.56e-05,0.124,0.613,178.117,204827,4
0kTMK4gNFfLXaTb62w1UaJ,BABY OTAKU,Fran C,77,2022-08-18,0.835,0.747,9,-4.65,1,0.0492,0.0,0.055,0.432,102.003,176471,4
1caKQ2Nqtr1eoczaB83cUz,Bemaste,Tiago PZK,74,2023-01-12,0.406,0.418,9,-6.302,0,0.551,0.0,0.0737,0.468,126.264,144428,4
5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,87,2022-05-06,0.801,0.475,7,-8.797,0,0.141,1.73e-05,0.0639,0.234,98.047,213061,4
2K9kZpwD2CzTa6iiSYYOoO,Leão,Marília Mendonça,87,2022-12-09,0.743,0.865,6,-3.897,1,0.449,3.05e-06,0.297,0.794,129.999,166775,4
3Zyk5Vd9WNPNVWxvb0EZTk,X SI VOLVEMOS,Romeo Santos,83,2023-02-03,0.793,0.78,1,-4.247,0,0.341,0.0,0.111,0.576,178.046,203360,4
2oiixB9QMIzhWaHGVlQx4g,Yandel 150,Feid,88,2022-12-20,0.783,0.729,6,-3.549,0,0.0492,0.000272,0.1,0.58,167.968,216148,4
54ELExv56KCAB4UP9cOCzC,Gato de Noche,Bad Bunny,88,2022-12-22,0.892,0.662,8,-3.894,1,0.169,1.24e-06,0.363,0.607,93.976,227013,4
6OzUIp8KjuwxJnCWkXp1uL,Besos Moja2,ROSALÍA,84,2022-12-01,0.736,0.727,5,-4.642,0,0.0584,1.91e-06,0.0976,0.644,94.048,229065,4
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,Feid,88,2022-10-07,0.901,0.589,1,-6.713,0,0.00302,0.000237,0.0992,0.399,98.002,196600,4
79HZAZNnOE97rb2hnI0XQr,LOKERA,Brray,81,2022-07-25,0.834,0.828,11,-2.657,0,0.21,5.91e-06,0.103,0.58,102.019,195294,4
0oBtwScT4B4BR5kZitNWd5,PUNTO G,Quevedo,85,2022-11-04,0.751,0.761,11,-4.113,0,0.251,0.000238,0.0991,0.553,92.032,151325,4
6WbAhuwE6fCOriBu5786X1,CAIRO,Ovy On The Drums,86,2022-11-13,0.951,0.692,5,-4.038,0,0.472,0.000182,0.0894,0.431,115.047,201280,4
4EQOGfssbSpTlV6EZRtrSv,ULALA (OOH LA LA),Daddy Yankee,82,2022-11-24,0.872,0.681,0,-4.348,0,0.0462,1.38e-05,0.129,0.481,96.986,188009,4
0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,Feid,86,2022-12-02,0.743,0.831,8,-4.042,0,0.114,6.43e-05,0.35,0.609,95.975,168133,4
5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,87,2022-05-06,0.801,0.475,7,-8.797,0,0.141,1.73e-05,0.0639,0.234,98.047,213061,4
6yMJejrOneyPtkDnrZkEVQ,Instagram - Remix,Darell,69,2022-10-14,0.787,0.677,11,-2.825,1,0.199,0.000316,0.0584,0.966,179.951,243623,4
6N5kayELaZsZUOwW9uCBU2,Cuando Te Toca,Young Miko,63,2023-01-13,0.848,0.742,4,-3.335,0,0.0832,1.47e-05,0.138,0.47,96.038,176293,4
2TDyyEBasw10wu5Uh94bR1,PUNTO 40,Baby Rasta,81,2022-09-22,0.873,0.826,0,-0.722,1,0.00127,0.0361,0.311,0.201,106.972,190654,4
1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,Maldy,82,2022-08-26,0.627,0.858,11,-2.824,0,0.263,0.0,0.21,0.342,92.523,209160,4
3uvgwwqNvWHc7S32PvPD7r,No Pinto Pajaritos,Andy Rivera,69,2023-01-20,0.824,0.676,0,-2.914,1,0.0215,0.0,0.0791,0.703,180.094,145350,4
06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,Bad Bunny,76,2020-05-29,0.691,0.765,8,-4.727,1,0.464,3.29e-06,0.203,0.855,174.021,246000,4
3kUq4sBcmxhnOtNysZ9yrp,Feliz Cumpleaños Ferxxo,Feid,82,2022-08-19,0.87,0.55,5,-5.537,1,0.102,0.0,0.293,0.566,95.019,156400,4
4l4AiTqEyjCAJui6xVREH7,Te Gusta,Wisin,70,2023-01-13,0.747,0.882,5,-2.649,0,0.0501,3.06e-05,0.0926,0.692,93.003,200507,4
2aOiqOdqV6V4uOzypF03HX,Easy,Dalex,59,2023-01-12,0.843,0.668,9,-3.511,0,0.235,0.00259,0.158,0.425,93.997,191489,4
0fADaWdT3obxk7zvHS18VY,PANTIES Y BRASIERES,Daddy Yankee,77,2023-01-26,0.758,0.888,1,-2.851,1,0.34,0.00139,0.144,0.408,107.039,197383,4
35ns1WEurw3MVlHJjHwNWQ,La Máquina,Yailin la Mas Viral,76,2022-12-09,0.799,0.775,11,-5.869,1,0.0308,0.00526,0.309,0.605,95.027,296907,4
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Chencho Corleone,89,2022-05-06,0.911,0.712,1,-5.105,0,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4
2z9YkcLojiOE7Eu2p9lPZR,Normal,Feid,77,2022-07-08,0.712,0.557,4,-4.861,0,0.0397,0.0,0.27,0.594,170.079,171987,4
2FNqnsX74ZlwduUAcnmzee,Tu Príncipe,Zion & Lennox,75,2004-07-13,0.77,0.804,4,-5.479,1,0.16,1e-05,0.193,0.568,94.017,205520,4
7it0u6IGJQLRX9Q9q7vgOj,Vapor,Rauw Alejandro,71,2022-12-01,0.803,0.779,11,-4.449,0,0.066,2.23e-05,0.111,0.317,94.009,208895,4
0fuyLaeHh0TvQ65m5ojgP2,AIRBNB,De La Ghetto,71,2022-11-03,0.81,0.718,0,-4.799,1,0.258,0.0,0.0822,0.5,90.934,185527,4
0Iozrbed8spxoBnmtBMshO,WANDA,Quevedo,81,2023-01-20,0.724,0.631,4,-4.42,0,0.249,0.0,0.213,0.957,176.076,160909,4
4HehbhlVK81hZT5Yg7QmiR,Foto En Panty,Sech,72,2022-10-28,0.823,0.892,4,-5.306,0,0.176,0.0,0.495,0.785,100.05,174947,4
7JwdbqIpiuWvGbRryKSuBz,Es un Secreto,Plan B,65,2010-07-20,0.841,0.783,6,-4.915,0,0.106,2.49e-06,0.0528,0.514,94.989,190560,4
1cOfhLKpYNsDgYNAKEQslR,Yeska,Nio Garcia,61,2023-01-19,0.778,0.549,9,-4.589,0,0.0417,3.91e-06,0.107,0.742,175.931,188467,4
6J3kt4eAqRffh5lBuHJJSO,DE CAROLINA,Playero,69,2023-01-24,0.795,0.958,7,-1.674,1,0.17,1.34e-06,0.251,0.927,110.977,181622,4
0otoSS2m3QjbDLzsHMobgK,Whiskey y Coco,Myke Towers,76,2023-01-12,0.755,0.768,8,-4.032,1,0.112,6.49e-06,0.203,0.617,176.006,186477,4
2CT2oLeINCEuTEBrkTLUgD,Si Te Pillo,Wisin & Yandel,70,2022-12-15,0.687,0.781,7,-4.657,0,0.166,4.32e-06,0.255,0.655,180.1,219721,4
5DwnwR8Kd7LM2CMyRPloqH,Toy a Mil,Nicky Jam,65,2023-01-19,0.823,0.845,0,-2.547,1,0.109,0.0,0.116,0.395,110.033,148364,4
0kTMK4gNFfLXaTb62w1UaJ,BABY OTAKU,Fran C,77,2022-08-18,0.835,0.747,9,-4.65,1,0.0492,0.0,0.055,0.432,102.003,176471,4
3t6SsMiA1b1Ju0HzKHIDSl,Ghetto Star,COQE,66,2023-01-19,0.891,0.652,4,-6.463,0,0.0584,0.0,0.101,0.821,95.031,197143,4
3SlKme42qm1vWrkl3BrZmm,Nos Comemos Vivos,Chencho Corleone,71,2022-06-09,0.822,0.719,10,-3.633,0,0.165,2.48e-05,0.174,0.659,82.01,225366,4
5NxhMcHSVY3Z7ykWxZf3aj,En La De Ella,Sech,80,2022-10-21,0.816,0.77,1,-5.477,1,0.0798,0.0,0.118,0.671,96.99,230653,4
5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,Tego Calderón,77,2003-07-01,0.815,0.856,1,-3.825,0,0.4,8.34e-05,0.244,0.872,91.995,151667,4
4x2cAn3IIBBMpXsU8UHS9k,Corazón Roto,Brray,63,2022-09-30,0.862,0.664,1,-7.271,0,0.323,3.99e-05,0.102,0.826,93.01,151373,4
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,Feid,84,2022-04-01,0.757,0.789,5,-3.46,0,0.307,0.0,0.0717,0.464,91.911,202174,4
6ZOcbKub95XSDESsKKuH41,Desesperados,Chencho Corleone,76,2021-12-11,0.869,0.694,1,-3.35,0,0.356,0.00125,0.0878,0.511,90.02,224997,4
69Ej1xrGjOcHvIMtMKxK0G,Dile,Don Omar,79,2003-01-01,0.817,0.714,4,-7.501,0,0.184,0.000132,0.042,0.714,94.001,204600,4
1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,Cris Mj,81,2022-01-21,0.87,0.548,10,-5.253,0,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4
4qpTCXnBSPtkMEmdE4Dzi8,Si Yo Me Muero,MVSIS,65,2022-11-23,0.755,0.703,1,-6.922,1,0.0461,0.0,0.12,0.369,93.943,201387,4
0Dl34Kegtc0y0m0oPhQfiI,LA NENA DE ARGENTINA,Maria Becerra,78,2022-12-08,0.531,0.58,5,-4.688,0,0.0984,0.000201,0.101,0.887,169.865,151988,4
7mY1dIaY9vY6Jrlrjg3dRn,Quiero Bailar,Ivy Queen,70,2004-01-27,0.836,0.842,5,-5.233,1,0.285,0.0,0.277,0.757,94.946,186507,4
6DoL1yYIwEW7VZMRaJhoJI,La Llevo Al Cielo (Ft. Ñengo Flow),Ñengo Flow,79,2022-05-20,0.795,0.845,9,-3.809,0,0.105,1.14e-05,0.172,0.769,170.023,254920,4
6M1qcLBhSBIDMmC9wprnLK,Kaleidoscópica,Villano Antillano,66,2022-12-02,0.84,0.634,3,-7.464,0,0.0424,0.000256,0.293,0.504,95.02,154627,4
1xsYj84j7hUDDnTTerGWlH,Dream On,Aerosmith,81,1973-01-05,0.392,0.476,1,-7.583,1,0.397,0.000163,0.309,0.234,78.031,267597,4
4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,71,1977-05-14,0.548,0.691,4,-13.553,0,0.015,0.106,0.144,0.667,137.145,261933,4
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,81,1997-05-20,0.413,0.881,11,-5.541,0,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,Bon Jovi,81,1986-08-16,0.532,0.887,0,-3.757,1,0.0778,0.000214,0.294,0.795,122.511,249293,4
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,73,1973-07-26,0.545,0.64,4,-9.937,0,0.00249,0.0304,0.196,0.606,80.544,230480,4
2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remaster,David Bowie,70,1974-05-24,0.635,0.686,9,-15.648,1,0.209,0.0176,0.282,0.464,125.988,274747,4
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,80,2003-04-01,0.743,0.446,4,-7.807,0,0.0039,0.118,0.337,0.278,123.596,232107,4
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,76,1987-04-13,0.73,0.487,4,-10.991,1,0.258,0.01,0.0852,0.731,114.965,226653,4
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,80,1990-09-24,0.502,0.89,4,-5.175,1,0.000147,0.0117,0.217,0.259,133.52,292880,4
0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,Def Leppard,71,1987-08-03,0.267,0.953,1,-4.899,0,0.00211,0.0,0.283,0.568,84.989,267307,4
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,80,1976-12-08,0.579,0.508,2,-9.484,1,0.00574,0.000494,0.0575,0.609,147.125,391376,4
5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),Alice In Chains,71,1992-09-29,0.305,0.833,6,-7.981,1,0.000327,2.36e-05,0.091,0.586,100.675,206773,4
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,73,1969-10-22,0.412,0.902,9,-11.6,1,0.0484,0.131,0.405,0.422,89.74,333893,4
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,81,1993-02-22,0.515,0.43,7,-9.935,1,0.0097,0.000133,0.129,0.104,91.844,238640,4
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,71,1984-01-04,0.526,0.978,8,-5.436,1,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4
2RaA6kIcvomt77qlIgGhCT,Breaking the Law,Judas Priest,70,1980,0.362,0.961,2,-5.664,1,0.024,9.35e-06,0.159,0.491,164.019,153840,4
57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,69,1980-06-27,0.933,0.528,5,-6.472,0,0.112,0.329,0.163,0.756,109.975,214653,4
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,69,1975-08-25,0.27,0.944,4,-4.199,1,0.00501,2.05e-05,0.116,0.606,146.347,269920,4
3VqHuw0wFlIHcIPWkhIbdQ,Enter Sandman (Remastered),Metallica,72,1991-08-12,0.566,0.834,6,-8.412,0,0.00277,0.008,0.0625,0.621,123.296,331560,4
6cr6UDpkjEaMQ80OjWqEBQ,Sultans of Swing,Dire Straits,63,1978-10-07,0.73,0.868,5,-7.325,1,0.0632,0.0661,0.318,0.923,148.217,350400,4
6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,74,1991-08-27,0.394,0.944,10,-6.506,0,0.00178,4.54e-06,0.298,0.265,105.338,292581,4
1CM1wOqD2AIjt2MWd31LV2,Solsbury Hill,Peter Gabriel,61,1977-02-25,0.683,0.63,11,-8.844,1,0.363,0.000873,0.314,0.481,102.457,261440,1
549Go7a66CX6k523uK9kUv,"Girls, Girls, Girls",Mötley Crüe,69,1987-05-15,0.599,0.931,7,-4.653,1,0.0302,6.69e-05,0.392,0.536,140.123,270427,4
4qgZs0RNjdzKAS22lP0QjY,Where The Streets Have No Name - Remastered,U2,65,1987-03-03,0.49,0.724,2,-9.581,1,0.00976,0.0046,0.159,0.292,125.812,337506,4
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,79,1969-11-02,0.64,0.663,0,-7.516,1,0.201,0.00806,0.152,0.663,132.77,140773,4
3EYOJ48Et32uATr9ZmLnAo,Roxanne,The Police,75,1978-11-02,0.618,0.748,0,-8.905,1,0.0384,4.1e-06,0.0473,0.663,134.114,191947,4
0uppYCG86ajpV2hSR3dJJ0,Give It Away,Red Hot Chili Peppers,71,1991-09-24,0.666,0.936,7,-9.919,1,0.00244,0.086,0.153,0.776,91.577,282907,4
5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,Pink Floyd,71,1979-11-30,0.472,0.366,11,-12.595,0,0.15,0.312,0.0837,0.171,127.163,382297,4
4P5KoWXOxwuobLmHXLMobV,Come As You Are,Nirvana,73,1991-09-26,0.5,0.824,4,-5.846,0,0.00016,0.00161,0.0916,0.539,120.125,218920,4
0G21yYKMZoHa30cYVi1iA8,Welcome To The Jungle,Guns N' Roses,70,1987-07-21,0.453,0.987,8,-4.485,1,0.0195,0.283,0.268,0.316,123.544,273480,4
5UwbnHhjnbinJH8TefuQfN,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,64,1971-10-08,0.757,0.868,9,-9.326,1,0.411,0.00221,0.355,0.815,138.923,199200,4
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,77,1980-07-25,0.532,0.767,7,-5.509,1,0.00287,0.000513,0.39,0.755,127.361,210173,4
6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,The Rolling Stones,72,1969-12-05,0.634,0.63,1,-8.277,0,0.447,0.039,0.17,0.489,118.628,270773,4
3dmqIB2Qxe2XZobw9gXxJ6,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,69,2008-05-20,0.464,0.655,7,-9.058,0,0.0272,1.34e-06,0.328,0.531,169.515,273600,4
